edge_id,source_node_id,target_node_id,edge_type,reason,confidence
pi_edge::pi_problem_codeforces_2148_A::pi_page_codeforces_2148_A_07_EDITORIAL_FULL,pi::problem::codeforces_2148_A,pi::page::codeforces_2148_A_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_B::pi_page_codeforces_2148_B_07_EDITORIAL_FULL,pi::problem::codeforces_2148_B,pi::page::codeforces_2148_B_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_C::pi_page_codeforces_2148_C_07_EDITORIAL_FULL,pi::problem::codeforces_2148_C,pi::page::codeforces_2148_C_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_D::pi_page_codeforces_2148_D_07_EDITORIAL_FULL,pi::problem::codeforces_2148_D,pi::page::codeforces_2148_D_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_E::pi_page_codeforces_2148_E_07_EDITORIAL_FULL,pi::problem::codeforces_2148_E,pi::page::codeforces_2148_E_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_F::pi_page_codeforces_2148_F_07_EDITORIAL_FULL,pi::problem::codeforces_2148_F,pi::page::codeforces_2148_F_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_G::pi_page_codeforces_2148_G_07_EDITORIAL_FULL,pi::problem::codeforces_2148_G,pi::page::codeforces_2148_G_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_A::pi_page_codeforces_2167_A_07_EDITORIAL_FULL,pi::problem::codeforces_2167_A,pi::page::codeforces_2167_A_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_B::pi_page_codeforces_2167_B_07_EDITORIAL_FULL,pi::problem::codeforces_2167_B,pi::page::codeforces_2167_B_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_C::pi_page_codeforces_2167_C_07_EDITORIAL_FULL,pi::problem::codeforces_2167_C,pi::page::codeforces_2167_C_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_D::pi_page_codeforces_2167_D_07_EDITORIAL_FULL,pi::problem::codeforces_2167_D,pi::page::codeforces_2167_D_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_E::pi_page_codeforces_2167_E_07_EDITORIAL_FULL,pi::problem::codeforces_2167_E,pi::page::codeforces_2167_E_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_F::pi_page_codeforces_2167_F_07_EDITORIAL_FULL,pi::problem::codeforces_2167_F,pi::page::codeforces_2167_F_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_G::pi_page_codeforces_2167_G_07_EDITORIAL_FULL,pi::problem::codeforces_2167_G,pi::page::codeforces_2167_G_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_A::pi_page_codeforces_2185_A_07_EDITORIAL_FULL,pi::problem::codeforces_2185_A,pi::page::codeforces_2185_A_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_B::pi_page_codeforces_2185_B_07_EDITORIAL_FULL,pi::problem::codeforces_2185_B,pi::page::codeforces_2185_B_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_C::pi_page_codeforces_2185_C_07_EDITORIAL_FULL,pi::problem::codeforces_2185_C,pi::page::codeforces_2185_C_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_D::pi_page_codeforces_2185_D_07_EDITORIAL_FULL,pi::problem::codeforces_2185_D,pi::page::codeforces_2185_D_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_E::pi_page_codeforces_2185_E_07_EDITORIAL_FULL,pi::problem::codeforces_2185_E,pi::page::codeforces_2185_E_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_F::pi_page_codeforces_2185_F_07_EDITORIAL_FULL,pi::problem::codeforces_2185_F,pi::page::codeforces_2185_F_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_G::pi_page_codeforces_2185_G_07_EDITORIAL_FULL,pi::problem::codeforces_2185_G,pi::page::codeforces_2185_G_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_H::pi_page_codeforces_2185_H_07_EDITORIAL_FULL,pi::problem::codeforces_2185_H,pi::page::codeforces_2185_H_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_A::pi_page_codeforces_2218_A_07_EDITORIAL_FULL,pi::problem::codeforces_2218_A,pi::page::codeforces_2218_A_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_B::pi_page_codeforces_2218_B_07_EDITORIAL_FULL,pi::problem::codeforces_2218_B,pi::page::codeforces_2218_B_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_C::pi_page_codeforces_2218_C_07_EDITORIAL_FULL,pi::problem::codeforces_2218_C,pi::page::codeforces_2218_C_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_D::pi_page_codeforces_2218_D_07_EDITORIAL_FULL,pi::problem::codeforces_2218_D,pi::page::codeforces_2218_D_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_E::pi_page_codeforces_2218_E_07_EDITORIAL_FULL,pi::problem::codeforces_2218_E,pi::page::codeforces_2218_E_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_F::pi_page_codeforces_2218_F_07_EDITORIAL_FULL,pi::problem::codeforces_2218_F,pi::page::codeforces_2218_F_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_G::pi_page_codeforces_2218_G_07_EDITORIAL_FULL,pi::problem::codeforces_2218_G,pi::page::codeforces_2218_G_07_EDITORIAL_FULL,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_A::pi_pedagogy_approach_codeforces_2218_A_brute_force,pi::problem::codeforces_2218_A,pi::pedagogy::approach::codeforces_2218_A::brute_force,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_A::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::problem::codeforces_2218_A,pi::pedagogy::approach::codeforces_2218_A::constructive,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_A::pi_pedagogy_approach_codeforces_2218_A_greedy,pi::problem::codeforces_2218_A,pi::pedagogy::approach::codeforces_2218_A::greedy,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_B::pi_page_codeforces_1985_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_B,pi::page::codeforces_1985_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_C::pi_page_codeforces_1985_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_C,pi::page::codeforces_1985_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_D::pi_page_codeforces_1985_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_D,pi::page::codeforces_1985_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_E::pi_page_codeforces_1985_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_E,pi::page::codeforces_1985_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_F::pi_page_codeforces_1985_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_F,pi::page::codeforces_1985_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_G::pi_page_codeforces_1985_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_G,pi::page::codeforces_1985_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_H1::pi_page_codeforces_1985_H1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_H1,pi::page::codeforces_1985_H1_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1985_H2::pi_page_codeforces_1985_H2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1985_H2,pi::page::codeforces_1985_H2_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_A::pi_page_codeforces_1999_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_A,pi::page::codeforces_1999_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_B::pi_page_codeforces_1999_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_B,pi::page::codeforces_1999_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_C::pi_page_codeforces_1999_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_C,pi::page::codeforces_1999_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_D::pi_page_codeforces_1999_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_D,pi::page::codeforces_1999_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_E::pi_page_codeforces_1999_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_E,pi::page::codeforces_1999_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_F::pi_page_codeforces_1999_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_F,pi::page::codeforces_1999_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_G1::pi_page_codeforces_1999_G1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_G1,pi::page::codeforces_1999_G1_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_1999_G2::pi_page_codeforces_1999_G2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_1999_G2,pi::page::codeforces_1999_G2_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_A::pi_page_codeforces_2009_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_A,pi::page::codeforces_2009_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_B::pi_page_codeforces_2009_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_B,pi::page::codeforces_2009_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_C::pi_page_codeforces_2009_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_C,pi::page::codeforces_2009_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_D::pi_page_codeforces_2009_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_D,pi::page::codeforces_2009_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_E::pi_page_codeforces_2009_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_E,pi::page::codeforces_2009_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_F::pi_page_codeforces_2009_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_F,pi::page::codeforces_2009_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_G1::pi_page_codeforces_2009_G1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G1,pi::page::codeforces_2009_G1_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_G2::pi_page_codeforces_2009_G2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G2,pi::page::codeforces_2009_G2_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2009_G3::pi_page_codeforces_2009_G3_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2009_G3,pi::page::codeforces_2009_G3_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_A::pi_page_codeforces_2044_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_A,pi::page::codeforces_2044_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_B::pi_page_codeforces_2044_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_B,pi::page::codeforces_2044_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_C::pi_page_codeforces_2044_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_C,pi::page::codeforces_2044_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_D::pi_page_codeforces_2044_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_D,pi::page::codeforces_2044_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_E::pi_page_codeforces_2044_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_E,pi::page::codeforces_2044_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_F::pi_page_codeforces_2044_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_F,pi::page::codeforces_2044_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_G1::pi_page_codeforces_2044_G1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_G1,pi::page::codeforces_2044_G1_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_G2::pi_page_codeforces_2044_G2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_G2,pi::page::codeforces_2044_G2_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2044_H::pi_page_codeforces_2044_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2044_H,pi::page::codeforces_2044_H_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_A::pi_page_codeforces_2065_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_A,pi::page::codeforces_2065_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_B::pi_page_codeforces_2065_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_B,pi::page::codeforces_2065_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_C1::pi_page_codeforces_2065_C1_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_C1,pi::page::codeforces_2065_C1_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_C2::pi_page_codeforces_2065_C2_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_C2,pi::page::codeforces_2065_C2_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_D::pi_page_codeforces_2065_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_D,pi::page::codeforces_2065_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_E::pi_page_codeforces_2065_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_E,pi::page::codeforces_2065_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_F::pi_page_codeforces_2065_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_F,pi::page::codeforces_2065_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_G::pi_page_codeforces_2065_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_G,pi::page::codeforces_2065_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2065_H::pi_page_codeforces_2065_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2065_H,pi::page::codeforces_2065_H_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_A::pi_page_codeforces_2094_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_A,pi::page::codeforces_2094_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_B::pi_page_codeforces_2094_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_B,pi::page::codeforces_2094_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_C::pi_page_codeforces_2094_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_C,pi::page::codeforces_2094_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_D::pi_page_codeforces_2094_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_D,pi::page::codeforces_2094_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_E::pi_page_codeforces_2094_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_E,pi::page::codeforces_2094_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_F::pi_page_codeforces_2094_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_F,pi::page::codeforces_2094_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_G::pi_page_codeforces_2094_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_G,pi::page::codeforces_2094_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2094_H::pi_page_codeforces_2094_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2094_H,pi::page::codeforces_2094_H_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_A::pi_page_codeforces_2148_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_A,pi::page::codeforces_2148_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_B::pi_page_codeforces_2148_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_B,pi::page::codeforces_2148_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_C::pi_page_codeforces_2148_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_C,pi::page::codeforces_2148_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_D::pi_page_codeforces_2148_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_D,pi::page::codeforces_2148_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_E::pi_page_codeforces_2148_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_E,pi::page::codeforces_2148_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_F::pi_page_codeforces_2148_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_F,pi::page::codeforces_2148_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2148_G::pi_page_codeforces_2148_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2148_G,pi::page::codeforces_2148_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_A::pi_page_codeforces_2167_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_A,pi::page::codeforces_2167_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_B::pi_page_codeforces_2167_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_B,pi::page::codeforces_2167_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_C::pi_page_codeforces_2167_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_C,pi::page::codeforces_2167_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_D::pi_page_codeforces_2167_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_D,pi::page::codeforces_2167_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_E::pi_page_codeforces_2167_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_E,pi::page::codeforces_2167_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_F::pi_page_codeforces_2167_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_F,pi::page::codeforces_2167_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2167_G::pi_page_codeforces_2167_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2167_G,pi::page::codeforces_2167_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_A::pi_page_codeforces_2185_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_A,pi::page::codeforces_2185_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_B::pi_page_codeforces_2185_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_B,pi::page::codeforces_2185_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_C::pi_page_codeforces_2185_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_C,pi::page::codeforces_2185_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_D::pi_page_codeforces_2185_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_D,pi::page::codeforces_2185_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_E::pi_page_codeforces_2185_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_E,pi::page::codeforces_2185_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_F::pi_page_codeforces_2185_F_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_F,pi::page::codeforces_2185_F_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_G::pi_page_codeforces_2185_G_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_G,pi::page::codeforces_2185_G_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2185_H::pi_page_codeforces_2185_H_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2185_H,pi::page::codeforces_2185_H_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_A::pi_page_codeforces_2218_A_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_A,pi::page::codeforces_2218_A_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_B::pi_page_codeforces_2218_B_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_B,pi::page::codeforces_2218_B_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_C::pi_page_codeforces_2218_C_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_C,pi::page::codeforces_2218_C_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_D::pi_page_codeforces_2218_D_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_D,pi::page::codeforces_2218_D_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
pi_edge::pi_problem_codeforces_2218_E::pi_page_codeforces_2218_E_08_EDITORIAL_OBSERVATION,pi::problem::codeforces_2218_E,pi::page::codeforces_2218_E_08_EDITORIAL_OBSERVATION,PARENT_OF,Tree parent-child relationship.,1.0
