tree_node_id,parent_tree_node_id,global_problem_id,node_key,parent_node_key,node_type,title,summary,evidence_text,node_text,source_section,skills,strategies,confidence,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,generation_status,generation_model,metadata
llm::codeforces_2218_E::model,llm::codeforces_2218_E::problem,codeforces_2218_E,model,problem,MATHEMATICAL_MODEL,Modelo matemático: maximizar x ⊕ y,"Como el resultado final es x ⊕ y, el problema se reduce a encontrar el máximo a_x ⊕ a_y sobre todos los pares (x, y) posibles.","“Since n is small, it is enough to brute force all possible pairs (x, y). The answer is the maximum value of a_x ⊕ a_y among all pairs.”","Como el resultado final es x ⊕ y, el problema se reduce a encontrar el máximo a_x ⊕ a_y sobre todos los pares (x, y) posibles.

“Since n is small, it is enough to brute force all possible pairs (x, y). The answer is the maximum value of a_x ⊕ a_y among all pairs.”",Official Editorial - Solution,"[""Optimización por enumeración""]","[""Max sobre pares""]",0.9,1,6,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::proof_sketch,llm::codeforces_2218_E::problem,codeforces_2218_E,proof_sketch,problem,PROOF,Justificación (esbozo) del invariante,"El editorial muestra explícitamente los casos de 1 y 2 operaciones y luego generaliza: tras 2 operaciones el elemento de la primera elección no afecta; tras 3 tampoco afectan las dos primeras; por inducción solo importan el último elegido y el nunca elegido, dando x ⊕ y.",“After the second operation... independent of a_1... when doing three operations... Inductively... The final value... x ⊕ y.”,"El editorial muestra explícitamente los casos de 1 y 2 operaciones y luego generaliza: tras 2 operaciones el elemento de la primera elección no afecta; tras 3 tampoco afectan las dos primeras; por inducción solo importan el último elegido y el nunca elegido, dando x ⊕ y.

“After the second operation... independent of a_1... when doing three operations... Inductively... The final value... x ⊕ y.”",Official Editorial - Solution,"[""Razonamiento inductivo""]","[""Verificación por casos base + generalización""]",0.85,1,7,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::algorithm,llm::codeforces_2218_E::problem,codeforces_2218_E,algorithm,problem,ALGORITHM,Brute force de pares para maximizar XOR,"Enumerar todos los pares (x, y) y calcular a_x ⊕ a_y; devolver el máximo.","“it is enough to brute force all possible pairs (x, y). The answer is the maximum value of a_x ⊕ a_y among all pairs.”","Enumerar todos los pares (x, y) y calcular a_x ⊕ a_y; devolver el máximo.

“it is enough to brute force all possible pairs (x, y). The answer is the maximum value of a_x ⊕ a_y among all pairs.”",Official Editorial - Solution,"[""Enumeración de pares"", ""Cálculo de XOR""]","[""Mantener máximo""]",0.9,1,8,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::complexity,llm::codeforces_2218_E::problem,codeforces_2218_E,complexity,problem,COMPLEXITY,Complejidad,El editorial solo indica que n es pequeño y que basta brute force; no proporciona una cota explícita en el texto dado.,"“Since n is small, it is enough to brute force all possible pairs (x, y).”","El editorial solo indica que n es pequeño y que basta brute force; no proporciona una cota explícita en el texto dado.

“Since n is small, it is enough to brute force all possible pairs (x, y).”",Official Editorial - Solution,"[""Análisis de complejidad (no especificado)""]","[""Inferir de brute force""]",0.4,1,9,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::implementation,llm::codeforces_2218_E::problem,codeforces_2218_E,implementation,problem,IMPLEMENTATION,Implementación (a nivel de idea),Implementar la enumeración de pares y el máximo de a_x ⊕ a_y. No hay detalles de implementación en el texto provisto.,"“brute force all possible pairs (x, y)... maximum value of a_x ⊕ a_y”","Implementar la enumeración de pares y el máximo de a_x ⊕ a_y. No hay detalles de implementación en el texto provisto.

“brute force all possible pairs (x, y)... maximum value of a_x ⊕ a_y”",Official Editorial - Solution,"[""Programación de loops y XOR""]","[""Usar doble loop""]",0.45,1,10,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::common_mistake,llm::codeforces_2218_E::problem,codeforces_2218_E,common_mistake,problem,COMMON_MISTAKE,Errores comunes a evitar,No se menciona en el editorial provisto. Posibles errores: asumir que el orden de operaciones importa más allá del último y el nunca elegido; o no usar la propiedad x ⊕ x = 0 al simplificar.,“Does the first operation matter?” / “Remember the propery that x ⊕ x = 0.”,"No se menciona en el editorial provisto. Posibles errores: asumir que el orden de operaciones importa más allá del último y el nunca elegido; o no usar la propiedad x ⊕ x = 0 al simplificar.

“Does the first operation matter?” / “Remember the propery that x ⊕ x = 0.”",Official Editorial - Hint/Solution,"[""Comprensión del invariante""]","[""Seguir la lógica del editorial""]",0.3,1,11,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_E::edge_case,llm::codeforces_2218_E::problem,codeforces_2218_E,edge_case,problem,EDGE_CASE,Casos borde,"No se especifican casos borde en el texto provisto (por ejemplo, n=1).","“after n-1 operations, exactly one element remains”","No se especifican casos borde en el texto provisto (por ejemplo, n=1).

“after n-1 operations, exactly one element remains”",Statement,"[""Manejo de n mínimo""]","[""Verificar n=1 si aplica""]",0.35,1,12,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,responses_api,gpt-5.4-nano,"{""main_topic"": ""XOR invariants / constructive reasoning with brute force over pairs"", ""difficulty_comment"": ""1200 (según metadata)."", ""warnings"": [""El statement no incluye restricciones numéricas (CONSTRAINTS: “nan”), por lo que no se puede fijar una cota exacta de complejidad ni el rango de n."", ""El editorial provisto no incluye pseudocódigo ni detalles de implementación; solo describe brute force y la fórmula del máximo."", ""No se proporcionan secciones explícitas de prueba formal, complejidad o errores comunes; los nodos correspondientes se basan únicamente en lo que aparece en el texto dado.""]}"
llm::codeforces_2218_D::problem,,codeforces_2218_D,problem,,PROBLEM,Construir a con gcd adyacentes distintos,"Construir una secuencia a de n enteros tal que gcd(a_i, a_{i+1}) sea distinto para todo 1 ≤ i ≤ n-1.","“Construct a sequence a containing n integers such that gcd(a_i, a_{i+1}) is distinct over all 1 ≤ i ≤ n - 1.”","Construir una secuencia a de n enteros tal que gcd(a_i, a_{i+1}) sea distinto para todo 1 ≤ i ≤ n-1.

“Construct a sequence a containing n integers such that gcd(a_i, a_{i+1}) is distinct over all 1 ≤ i ≤ n - 1.”",Statement,"[""Comprender el requisito de unicidad de gcds adyacentes""]","[""Modelar gcd(a_i,a_{i+1}) en términos de una construcción auxiliar""]",0.9,0,1,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::hint_coprime,llm::codeforces_2218_D::problem,codeforces_2218_D,hint_coprime,problem,HINT,Idea: usar números coprimos,La pista sugiere que la construcción debe estar relacionada con números coprimos.,“Think something related to coprime numbers.”,"La pista sugiere que la construcción debe estar relacionada con números coprimos.

“Think something related to coprime numbers.”",Official Editorial - Hint 1,"[""Conectar coprimalidad con control de gcds""]","[""Buscar una construcción donde gcd(b_i,b_{i+2})=1""]",0.85,1,2,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::model_product_neighbors,llm::codeforces_2218_D::problem,codeforces_2218_D,model_product_neighbors,problem,MATHEMATICAL_MODEL,Modelo: elegir b y definir a_i=b_i*b_{i+1},"Tomar n+1 números distintos b_1..b_{n+1} y definir a_i=b_i*b_{i+1}. Luego expresar gcd(a_i,a_{i+1}) en función de b.","“Let's take n+1 distinct numbers b_1,b_2,...,b_{n+1}. Now let a_i=b_i·b_{i+1} for all i.”","Tomar n+1 números distintos b_1..b_{n+1} y definir a_i=b_i*b_{i+1}. Luego expresar gcd(a_i,a_{i+1}) en función de b.

“Let's take n+1 distinct numbers b_1,b_2,...,b_{n+1}. Now let a_i=b_i·b_{i+1} for all i.”",Official Editorial - Solution,"[""Derivar gcd de productos""]","[""Reducir el problema a condiciones sobre gcd(b_i,b_{i+2})""]",0.9,1,3,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::model_gcd_relation,llm::codeforces_2218_D::model_product_neighbors,codeforces_2218_D,model_gcd_relation,model_product_neighbors,OBSERVATION,Relación clave de gcd,"Se obtiene gcd(a_i,a_{i+1}) = b_{i+1} * gcd(b_i, b_{i+2}). Si gcd(b_i,b_{i+2})=1 para todo i, entonces los gcd adyacentes quedan determinados por b_{i+1} y son distintos.","“Now gcd(a_i,a_{i+1})=b_{i+1}·gcd(b_i,b_{i+2}). Now if gcd(b_i,b_{i+2})=1 for all i, then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”","Se obtiene gcd(a_i,a_{i+1}) = b_{i+1} * gcd(b_i, b_{i+2}). Si gcd(b_i,b_{i+2})=1 para todo i, entonces los gcd adyacentes quedan determinados por b_{i+1} y son distintos.

“Now gcd(a_i,a_{i+1})=b_{i+1}·gcd(b_i,b_{i+2}). Now if gcd(b_i,b_{i+2})=1 for all i, then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”",Official Editorial - Solution,"[""Usar la fórmula de gcd para productos""]","[""Asegurar gcd(b_i,b_{i+2})=1""]",0.92,2,4,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::proof_distinctness,llm::codeforces_2218_D::model_gcd_relation,codeforces_2218_D,proof_distinctness,model_gcd_relation,PROOF,Por qué la condición asegura gcds distintos,"La editorial afirma que si gcd(b_i,b_{i+2})=1 para todo i, entonces se obtiene un gcd distinto para cada par adyacente, validando la construcción.",“then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”,"La editorial afirma que si gcd(b_i,b_{i+2})=1 para todo i, entonces se obtiene un gcd distinto para cada par adyacente, validando la construcción.

“then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”",Official Editorial - Solution,"[""Razonar sobre unicidad a partir de la expresión del gcd""]","[""Usar que el factor variable es b_{i+1} y que b son distintos""]",0.55,3,5,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::algorithm_way1_primes,llm::codeforces_2218_D::problem,codeforces_2218_D,algorithm_way1_primes,problem,ALGORITHM,Construcción 1: b_i como primos consecutivos,"Elegir b_i como los primos 2,3,5,... (n+1 primos distintos) y definir a_i=b_i*b_{i+1}. Como todos los b son coprimos entre sí, gcd(b_i,b_{i+2})=1 y la construcción es válida.","“One way to obtain this is to let all b_i be all primes starting from 2,3,5,... . Since all numbers are coprime to each other, their pairwise gcd is 1 and we get a valid construction.”","Elegir b_i como los primos 2,3,5,... (n+1 primos distintos) y definir a_i=b_i*b_{i+1}. Como todos los b son coprimos entre sí, gcd(b_i,b_{i+2})=1 y la construcción es válida.

“One way to obtain this is to let all b_i be all primes starting from 2,3,5,... . Since all numbers are coprime to each other, their pairwise gcd is 1 and we get a valid construction.”",Official Editorial - Solution,"[""Seleccionar una secuencia de b con coprimalidad garantizada""]","[""Usar primos para asegurar gcd=1 entre distintos""]",0.88,1,6,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::algorithm_way2_odds,llm::codeforces_2218_D::problem,codeforces_2218_D,algorithm_way2_odds,problem,ALGORITHM,"Construcción 2: b_i como impares y usar gcd(x,x+4)=1","Elegir b_i como impares 1,3,5,... (n+1 impares). La editorial indica que gcd(x,x+4)=1 para x impar, lo que hace válida la condición necesaria para i separados por 2.","“Another way to obtain this to let all b_i be odd numbers starting from 1,3,5,... . Since gcd(x,x+4)=1, where x is odd, this construction is also valid.”","Elegir b_i como impares 1,3,5,... (n+1 impares). La editorial indica que gcd(x,x+4)=1 para x impar, lo que hace válida la condición necesaria para i separados por 2.

“Another way to obtain this to let all b_i be odd numbers starting from 1,3,5,... . Since gcd(x,x+4)=1, where x is odd, this construction is also valid.”",Official Editorial - Solution,"[""Aplicar una propiedad específica de gcd para una familia de enteros""]","[""Usar que b_i y b_{i+2} difieren en 4 cuando b son impares consecutivos""]",0.78,1,7,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::complexity,llm::codeforces_2218_D::problem,codeforces_2218_D,complexity,problem,COMPLEXITY,Complejidad (no especificada en editorial),La editorial no proporciona análisis de complejidad.,“Solution” (no incluye complejidad).,"La editorial no proporciona análisis de complejidad.

“Solution” (no incluye complejidad).",Official Editorial - Solution,[],[],0.1,1,8,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::implementation,llm::codeforces_2218_D::problem,codeforces_2218_D,implementation,problem,IMPLEMENTATION,Implementación (esquema),Implementar una de las dos construcciones: generar n+1 valores b_i según la opción elegida y luego imprimir a_i=b_i*b_{i+1}.,“Now let a_i=b_i·b_{i+1} for all i.”,"Implementar una de las dos construcciones: generar n+1 valores b_i según la opción elegida y luego imprimir a_i=b_i*b_{i+1}.

“Now let a_i=b_i·b_{i+1} for all i.”",Official Editorial - Solution,"[""Generar b_i según la regla"", ""Calcular productos a_i""]","[""Elegir la variante de b_i (primos o impares)""]",0.6,1,9,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::common_mistake_gcd_condition,llm::codeforces_2218_D::problem,codeforces_2218_D,common_mistake_gcd_condition,problem,COMMON_MISTAKE,"Olvidar la condición gcd(b_i,b_{i+2})=1","Si no se garantiza gcd(b_i,b_{i+2})=1, entonces gcd(a_i,a_{i+1}) ya no queda controlado como producto con un factor único b_{i+1}, y no se asegura la distinción.","“Now if gcd(b_i,b_{i+2})=1 for all i, then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”","Si no se garantiza gcd(b_i,b_{i+2})=1, entonces gcd(a_i,a_{i+1}) ya no queda controlado como producto con un factor único b_{i+1}, y no se asegura la distinción.

“Now if gcd(b_i,b_{i+2})=1 for all i, then we can obtain a distinct gcd for each adjacent pair and the construction is valid.”",Official Editorial - Solution,"[""Verificar condiciones necesarias""]","[""Comprobar que la familia elegida de b cumple gcd a distancia 2""]",0.7,1,10,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::edge_cases,llm::codeforces_2218_D::problem,codeforces_2218_D,edge_cases,problem,EDGE_CASE,Casos borde (no detallados),La editorial no discute casos borde; solo se indica que existe al menos una secuencia.,“It is guaranteed that at least one sequence a exists.”,"La editorial no discute casos borde; solo se indica que existe al menos una secuencia.

“It is guaranteed that at least one sequence a exists.”",Statement,[],[],0.2,1,11,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_D::prerequisite_gcd_definition,llm::codeforces_2218_D::problem,codeforces_2218_D,prerequisite_gcd_definition,problem,PREREQUISITE,Definición de gcd,"Se usa gcd(x,y) como el máximo común divisor de enteros x e y.","“gcd(x,y) refers to the greatest common divisor of integers x and y.”","Se usa gcd(x,y) como el máximo común divisor de enteros x e y.

“gcd(x,y) refers to the greatest common divisor of integers x and y.”",Statement,"[""Conocer la definición de gcd""]",[],0.85,1,12,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,responses_api,gpt-5.4-nano,"{""main_topic"": ""Construcción con gcds distintos usando coprimos y una parametrización con productos"", ""difficulty_comment"": ""Rating ~1100 (constructive/greedy/math)."", ""warnings"": [""El statement no incluye formato de entrada/salida ni restricciones numéricas (aparece “CONSTRAINTS nan”)."", ""La editorial no proporciona análisis de complejidad ni detalles de implementación (solo describe dos formas de elegir b y la fórmula a_i=b_i*b_{i+1})."", ""El nodo de prueba solo puede reflejar la afirmación de la editorial; no hay demostración formal adicional en el texto dado.""]}"
llm::codeforces_2218_C::problem,,codeforces_2218_C,problem,,PROBLEM,Construir permutación maximizando suma de medianas,"Dado n, construir una permutación p de longitud 3n. Al partirla en n bloques contiguos de 3 elementos, maximizar la suma de las medianas de cada bloque.","“construct a permutation of length 3n ... partition ... into n contiguous blocks with 3 elements, the sum of the medians ... is maximised.”","Dado n, construir una permutación p de longitud 3n. Al partirla en n bloques contiguos de 3 elementos, maximizar la suma de las medianas de cada bloque.

“construct a permutation of length 3n ... partition ... into n contiguous blocks with 3 elements, the sum of the medians ... is maximised.”",Statement,"[""Comprender mediana en 3 elementos"", ""Construcción de permutaciones""]","[""Greedy + prueba por cota""]",0.9,0,1,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,responses_api,gpt-5.4-nano,"{""main_topic"": ""Constructive greedy optimization of medians in triples"", ""difficulty_comment"": ""800 (constructive + greedy + math; requiere construir una permutación maximizando suma de medianas por bloques de 3)."", ""warnings"": [""El editorial provisto no incluye restricciones numéricas ni detalles de complejidad/implementación; los nodos correspondientes se dejan con baja confianza."", ""No se proporcionan ejemplos adicionales ni pseudocódigo; la implementación se infiere solo a partir del patrón de triples del editorial.""]}"
